epoch,train_loss,val_loss,val_psnr,val_ssim
84,0.039563152159193184,0.041230958487306325,25.763786113209026,0.847792387008667
85,0.03957966929377337,0.040495678782463074,25.94335553753472,0.8454524278640747
86,0.03918551116788048,0.03961650694587401,26.11644589969149,0.8473619818687439
87,0.039247835176141284,0.03950828140867608,26.139700835208146,0.8477030992507935
88,0.03933922155207493,0.03951673928116049,26.14168531801721,0.8493943810462952
89,0.03932372936448915,0.040081666383360116,26.006969029841258,0.8479827046394348
90,0.03916834053257859,0.041924704664519856,25.665205274217954,0.8478786945343018
91,0.03937988347426905,0.03935885409425412,26.185460634496188,0.8499869108200073
92,0.038799210300108765,0.03950743390513318,26.207808895042728,0.8510517477989197
93,0.039248117260877194,0.039694970207554955,26.12493642976754,0.849987268447876
94,0.03939205763210368,0.03962101933679411,26.140287766554856,0.8495538234710693
95,0.038928707614843926,0.039588053045528274,26.15094410135036,0.8508388996124268
96,0.03923381870324776,0.04022988051708255,26.04233152625266,0.8499932885169983
97,0.03924342707496106,0.04145315156451294,25.800982726336162,0.8480188250541687
98,0.03912825021529343,0.04017429452921663,26.01324770517471,0.8512952327728271
99,0.038986839573618357,0.04177056412611689,25.744080024865593,0.8499835729598999
100,0.039007627465800054,0.03956144356301853,26.148481642027274,0.8519830107688904
