epoch,val_psnr
1,21.793504346598464
2,22.630242077995966
3,22.01666821099937
4,22.836731262359137
5,23.11350960866019
6,23.44723079412795
7,23.56893277106137
8,23.642473544511724
9,23.68364259716482
10,23.71196812725987
11,23.82256638059355
12,22.900853911895116
13,24.171411870059906
14,24.08816291402167
15,24.16267793913949
16,24.415070721757147
17,24.411411088973633
18,24.39246501657676
19,24.07028422634431
20,24.16723513840461
21,24.48350390873231
22,24.402061084100986
23,24.239528718196755
24,24.54240557634415
25,24.895283391291674
26,24.852263368180985
27,24.705140106953213
28,24.046832463581627
29,24.63824100306855
30,24.922565872679087
31,24.76118010260471
32,24.613176456809573
33,24.824896893033305
34,25.13496055304108
35,25.098912739214764
36,25.10143825919687
37,25.140452962977665
38,25.207412627998067
39,25.055977458250883
40,25.036295293865106
41,25.06790272147639
42,25.223467702119972
43,25.2766290490835
44,25.366281877280784
45,25.420490659759082
46,24.58405203880664
47,25.46837706176197
48,25.458396752317782
49,25.564230666206026
50,25.367912233409935
51,25.68765129808631
52,25.66957830913201
53,25.14948932936361
54,25.341661117900784
55,25.66580908731294
56,25.659848397020365
57,25.78087002180389
58,25.26570814359069
59,25.690879169103304
60,25.544838736628115
61,25.496931341744105
62,25.820471005035365
63,25.70417029866755
64,25.665293102132594
65,25.71530656559346
66,25.728626467112065
67,25.758291731597687
68,25.658976022593645
69,25.773310807468476
70,25.84567954404943
71,25.934119413594217
72,25.648178113813056
73,25.865066247071113
74,25.838102347310656
75,25.9101568784756
76,25.71287365233936
77,25.95788210700539
78,25.856800294947103
79,25.651626582157128
80,25.905817141713737
81,25.306411456371322
82,25.77375725965246
83,26.083854812414547
84,25.763786113209026
85,25.94335553753472
86,26.11644589969149
87,26.139700835208146
88,26.14168531801721
89,26.006969029841258
90,25.665205274217954
91,26.185460634496188
92,26.207808895042728
93,26.12493642976754
94,26.140287766554856
95,26.15094410135036
96,26.04233152625266
97,25.800982726336162
98,26.01324770517471
99,25.744080024865593
100,26.148481642027274
