UCIQE_before,UCIQE_after,UIQM_before,UIQM_after,UCIQE_improve_%,UIQM_improve_%,PSNR,SSIM
4.073379856499837,5.122824203756883,0.5203447421169145,0.5483434502325312,25.76347859094117,5.38079966018485,22.693870308320815,0.84704393
