image,before_psnr,after_psnr,before_ssim,after_ssim,before_uciqe,after_uciqe,before_uiqm,after_uiqm
429_img_.png,14.05867837191969,16.01547490753411,0.63232917,0.714335,2.8495355,3.6604424,0.4089245750387767,0.4690983848025332
42_img_.png,12.238867202924046,10.901856623618462,0.51764566,0.42074212,4.031773,5.191401,0.585629070903344,0.5172473862370635
432_img_.png,21.064898057118945,19.61704543280255,0.9455542,0.8977321,1.2318859,2.4151232,0.34482067274008726,0.26832959317676097
433_img_.png,14.120938371403007,18.49969479470243,0.72891253,0.79590845,2.9658618,2.4508538,0.6351715134112211,0.6350421262429365
435_img_.png,14.118604348888162,14.164662596634557,0.674907,0.68747157,1.7667112,1.2730687,0.27792585474144876,0.3264571078177482
436_img_.png,22.360914571059954,24.827143958252034,0.9546233,0.9410916,5.9394965,6.416499,0.6605098053436755,0.6802510909469308
437_img_.png,12.391695700080787,15.717835118601236,0.7061541,0.7307615,2.809464,2.685448,0.46855587148019945,0.4175517381301104
438_img_.png,10.783358466723872,15.072671963913445,0.6145188,0.71172595,4.193799,4.347201,0.6466557375247066,0.5928279908575276
439_img_.png,15.601172495635765,13.888922956001332,0.6907734,0.6710817,1.8885458,4.4080043,0.3993036957031491,0.40258917245256637
43_img_.png,22.206323177728862,20.82886185508795,0.84225196,0.8185217,8.3508625,8.926489,0.7767632759855505,0.790643377399528
440_img_.png,13.713090021703403,17.346328126398756,0.76900935,0.8346111,2.2861853,2.7044427,0.5071337276920976,0.47109600698081794
441_img_.png,12.432551310200985,15.178648150326936,0.5100319,0.6396457,2.339352,3.5052376,0.3497949250000626,0.3807632972383718
442_img_.png,16.170645388463964,19.335344160398712,0.854853,0.873099,4.5334125,6.663706,0.4558537346167448,0.5499533335984494
443_img_.png,15.70075814425108,17.988908148670387,0.7857483,0.84848577,3.1926441,3.975132,0.6102216955877231,0.6392356925730112
444_img_.png,14.748664192537529,15.748694931109748,0.695968,0.66775435,7.642897,6.733963,0.40112246685322345,0.372060065165974
445_img_.png,17.938066831327518,20.70742628657375,0.9022526,0.903694,3.0767784,4.3162403,0.43042241836496986,0.4015593541398498
446_img_.png,14.849528012718444,15.601088810577696,0.74037045,0.80391145,4.0331707,3.928513,0.46944727356748067,0.45190506476709813
447_img_.png,12.789800749192624,13.70709411372207,0.62134093,0.62171274,2.5345035,4.9081507,0.34058403144216126,0.3146559636854468
448_img_.png,22.3924378312771,18.308824053018704,0.83511657,0.8098455,5.42937,6.4317913,0.7247713656629252,0.6196938092207899
449_img_.png,16.22504239514238,17.743088148474197,0.8136315,0.8344645,4.3634443,4.8443027,0.742390593778627,0.7294824295149084
44_img_.png,17.605347546487714,17.148781414160975,0.76024723,0.80289024,5.0751123,5.633831,0.6411223634326032,0.5576200876281241
450_img_.png,21.751824292544562,20.267456732456676,0.84667724,0.84300894,7.96279,9.361784,0.6737343541319245,0.6580816367692413
451_img_.png,23.439309060237235,20.10994170897915,0.8541452,0.8482365,4.8141603,6.2781315,0.9123085042890425,0.8259871507196623
452_img_.png,15.814734910886514,14.478723308554734,0.80794936,0.72271824,9.962617,11.634023,0.4019592925501961,0.40749511060972216
453_img_.png,21.523634175406443,19.100008678901503,0.8492132,0.86333984,3.2852995,4.3118987,0.6574102875433628,0.7781357196349888
454_img_.png,8.619430404807558,9.280160844033444,0.42012465,0.4719299,2.4570491,4.223007,0.24136201294091766,0.33953848605915116
455_img_.png,10.57818038074088,12.79852757283415,0.58848935,0.67334455,2.3057406,3.377439,0.3398305228370978,0.5738198064900771
457_img_.png,17.36776316113301,18.828245101114884,0.71112657,0.78404266,2.9972432,3.848894,0.666147758457249,0.753587702105251
458_img_.png,17.934222762447416,21.270123760528378,0.8234673,0.8495175,3.1996515,5.545908,0.3692536374509229,0.3848260020098353
