epoch,train_loss,val_uciqe,val_uiqm,lr
44,0.05499712698651056,5.973522186279297,0.6244726422994898,3.125e-05
45,0.05522193780073719,5.834492206573486,0.6191063484164456,3.125e-05
46,0.0556938542991224,5.855715751647949,0.6131419234237211,3.125e-05
47,0.05509861430873836,5.792803764343262,0.6029505135523163,1.5625e-05
48,0.05495537873221575,5.88300895690918,0.6147877595095849,1.5625e-05
49,0.0547182596948025,5.703009605407715,0.6031008933828584,1.5625e-05
50,0.05476630986226301,5.647860050201416,0.6197651008554301,1.5625e-05
51,0.05499312214988426,5.868775844573975,0.620935579031657,1.5625e-05
52,0.054951410332735436,5.708958148956299,0.595998219923709,1.5625e-05
53,0.05500669442932971,5.80101203918457,0.6178735027567707,1.5625e-05
54,0.054818184434497444,5.736429214477539,0.60543608733445,1.5625e-05
55,0.05496036648804689,5.743613243103027,0.6097729213537402,1.5625e-05
56,0.0543354556209197,5.720984935760498,0.619168587692088,7.8125e-06
57,0.054765933730306415,5.835193634033203,0.6239992920091536,7.8125e-06
58,0.0544385171502176,5.73380184173584,0.6102306449790641,7.8125e-06
59,0.054913952348441104,5.923558712005615,0.61943185577283,7.8125e-06
60,0.054475109208456794,5.786314487457275,0.6102772066870144,7.8125e-06
61,0.05469443956322043,5.682130813598633,0.6037056219679691,7.8125e-06
62,0.054689084295265,5.995882987976074,0.6154793524360034,7.8125e-06
63,0.05500221964869186,5.849873065948486,0.6123286991198137,7.8125e-06
64,0.05438852523637079,5.823991298675537,0.6111567576770045,7.8125e-06
65,0.055009206403454726,5.645501613616943,0.5942943210583392,3.90625e-06
66,0.05441458962422653,5.9433746337890625,0.6264824414095272,3.90625e-06
67,0.05442513358255807,5.586362838745117,0.6023757053619456,3.90625e-06
68,0.05488755530847685,5.768331527709961,0.6127346576382772,3.90625e-06
69,0.054349153377387646,5.777458190917969,0.6075248135588168,3.90625e-06
70,0.05433442186645783,5.766141414642334,0.6125559553212209,3.90625e-06
71,0.05459696645882443,5.792099952697754,0.6247000184303773,3.90625e-06
72,0.0544802974637625,5.742268085479736,0.615370580143044,3.90625e-06
73,0.0546253729122181,5.777288913726807,0.61367004613109,3.90625e-06
74,0.054532232238863505,5.715799808502197,0.6020842394384952,1.953125e-06
75,0.054292697105964606,5.9718427658081055,0.6209557379150881,1.953125e-06
76,0.054354068381290366,5.717360973358154,0.6080621478456084,1.953125e-06
77,0.05490728920448001,5.725430965423584,0.6010630873085939,1.953125e-06
78,0.05438700069530602,5.457167625427246,0.5996200642743948,1.953125e-06
79,0.054727188794173466,5.663024425506592,0.6117527965771675,1.953125e-06
80,0.05432281902834882,5.857166767120361,0.624032524320723,1.953125e-06
81,0.05475523091689514,5.733024597167969,0.6091130521837036,1.953125e-06
82,0.05447483665044725,5.882965564727783,0.617407002348685,1.953125e-06
83,0.054405036361983225,5.9299092292785645,0.6104970326436565,1e-06
84,0.05418519789937639,5.715875148773193,0.6062933674963823,1e-06
85,0.05420590953452744,5.8202056884765625,0.6152303024026896,1e-06
86,0.054130896382088206,5.7468109130859375,0.6096869793274702,1e-06
87,0.05459749332907861,5.663710594177246,0.5990569190486195,1e-06
88,0.054823343349743064,5.863940238952637,0.612937456555513,1e-06
89,0.05405178925797452,5.8218536376953125,0.617380933219566,1e-06
90,0.05428716343195334,5.8315205574035645,0.6134925827545312,1e-06
91,0.05444345390764031,5.724979877471924,0.6156477387113765,1e-06
92,0.05396080119059469,5.869882583618164,0.6142146486242288,1e-06
93,0.054725046031666495,5.677231788635254,0.608182136751448,1e-06
94,0.0540175684829698,5.854761123657227,0.6339570951855563,1e-06
95,0.05483931143951677,5.832571029663086,0.6127681798473764,1e-06
96,0.05395234962177538,5.909429550170898,0.6224121678844465,1e-06
97,0.05466006059933753,5.8536834716796875,0.6150934274726237,1e-06
98,0.05481354106407966,5.697441101074219,0.6120745635357292,1e-06
99,0.05425499754883077,6.054172992706299,0.6427054235409185,1e-06
100,0.054118506759948976,5.7364349365234375,0.6125912833651246,1e-06
