epoch,train_loss
1,0.09271431225162696
2,0.06811954268837363
3,0.06240101667439065
4,0.05785668994171348
5,0.05409167563103563
6,0.05304840827981631
7,0.05169582304855188
8,0.050789435674262244
9,0.049538163846828104
10,0.04843576503841857
11,0.048165527043667264
12,0.047182710765580824
13,0.0473997233117499
14,0.046279230995512594
15,0.04610640905434039
16,0.04588365218624836
17,0.04474085180194882
18,0.044980222684883976
19,0.04430502466857433
20,0.04506403230494115
21,0.04423893386937254
22,0.04391166937302768
23,0.043933626930645814
24,0.04364853929273966
25,0.04377812195599564
26,0.043007547066100243
27,0.04324285222626314
28,0.042443629823685665
29,0.04252244016473613
30,0.042368162302224614
31,0.04195824448715865
32,0.04173480062101915
33,0.042994105688682414
34,0.04202934684671038
35,0.041712260509772996
36,0.04161404086867484
37,0.041607483941304486
38,0.041115251884651864
39,0.04098340538822538
40,0.041029340443693524
41,0.04099613500047263
42,0.04105550919969877
43,0.04069323551545783
44,0.040735584055262855
45,0.04045440108189738
46,0.04020504773844306
47,0.040131362185366753
48,0.0403162521968891
49,0.03956801435205995
50,0.039858871260733626
51,0.04023168650947935
52,0.03986508203897535
53,0.039499509526886106
54,0.03991192008361099
55,0.0396445679319341
56,0.039466196451548155
57,0.039371445419160815
58,0.03935719791012324
59,0.03869176511387757
60,0.03888383712922412
61,0.03889802339812362
62,0.038538268820299364
63,0.038603689407975206
64,0.03889265529266218
65,0.03833713791355854
66,0.038352031230441924
67,0.038527188057882515
68,0.03858739363287038
69,0.038412796484866764
70,0.03826458758969859
71,0.038031011017236285
72,0.037808574819407324
73,0.03820215631276369
74,0.03813297786878619
75,0.03855823181811872
76,0.03804296276312533
77,0.038229149804124986
78,0.037738020032099105
79,0.037546354875998285
80,0.03835115593865635
81,0.037803163002358704
82,0.0377277149780979
83,0.0374333643452908
84,0.0377155241321742
85,0.037314110329541246
86,0.03726240927429219
87,0.037375739866458785
88,0.03795676523198684
89,0.03712461458715966
90,0.03724750274474301
91,0.03752043186800509
92,0.03715352383934385
93,0.037343485553453605
94,0.03711763818604433
95,0.036890479478591344
96,0.03729812200446197
97,0.036813314799673674
98,0.03673247628035099
99,0.036761805589303254
100,0.036812907183255125
